climbRate,Sgz,p,q,curPitch,curRoll,absRoll,diffClb,diffRollRate,diffDiffClb,SeTime1,SeTime2,SeTime3,SeTime4,SeTime5,SeTime6,SeTime7,SeTime8,SeTime9,SeTime10,SeTime11,SeTime12,SeTime13,SeTime14,diffSeTime1,diffSeTime2,diffSeTime3,diffSeTime4,diffSeTime5,diffSeTime6,diffSeTime7,diffSeTime8,diffSeTime9,diffSeTime10,diffSeTime11,diffSeTime12,diffSeTime13,diffSeTime14,alpha,Se,class
-410,33,-0.11,0.01,0.87,-0.8,-12,5,0.01,0.3,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.018,N
-195,16,0.18,-0.05,0.66,-0.7,-12,10,0.009,-0.2,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0,0,0,0,0,0,0,0,-0.001,0,0,0,0,0,0.5,0.017,P
13,13,-0.32,0.05,0.51,-0.6,-11,1,-0.004,0,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.018,N
118,17,-0.1,0.03,0.4,-1.7,-13,4,0.009,-0.1,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0,0,0,0,0,0,0,0,-0.001,0,0,0,0,0,0.5,0.018,N
195,21,0.12,0.01,0.33,-1.7,-13,5,0.014,0.2,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.018,N
314,32,0.4,0.02,0.22,-0.9,-12,4,0.007,0,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.018,N
335,48,0.39,0.1,0.24,0.3,-11,-9,-0.008,-0.4,0.02,0.02,0.02,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0.6,0.019,P
42,58,0.07,0.17,0.53,1,-10,-15,-0.016,-0.2,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.021,P
-45,58,-0.03,0.17,0.61,1,-10,-15,-0.016,-0.1,0.02,0.02,0.02,0.02,0.02,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0,0,0,0,-0.001,0,0,0,0,0,0,0,0,0,0.6,0.021,N
-337,50,-0.23,0.06,0.86,0.7,-10,-12,-0.002,0.8,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.019,0,0,0,0,0,0,0,0,0,0,0,0,-0.002,0,0.6,0.019,N
-110,22,0.26,0.01,0.6,0.5,-11,4,0.007,-0.1,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.018,P
-57,19,0.31,0.15,0.59,1.1,-10,-6,-0.01,-2.2,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.019,N
-187,14,0.06,0.02,0.68,1.5,-9,2,-0.009,0.4,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.018,P
-182,11,-0.01,0.03,0.68,1.5,-9,-2,-0.009,-0.1,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.018,N
138,0,0.18,0.01,0.38,1.4,-10,2,0.001,-0.1,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.018,N
195,35,-0.34,0.04,0.33,-0.4,-11,1,0.003,0,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.018,N
377,67,0.43,0.05,0.18,-0.3,-11,-4,0.01,0.6,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.019,N
366,71,0.48,0.07,0.19,0,-11,-3,0.009,-0.3,0.02,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.019,P
-342,78,-0.13,0.16,0.88,1.6,-9,-15,-0.013,0,0.019,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,-0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.02,N
-511,70,-0.27,0.16,1.03,1.3,-10,-15,-0.012,0,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.019,0.019,0.019,0.019,0.02,0,0,0,0,0,0,0,0,-0.002,0,-0.001,0,-0.002,0,0.6,0.02,N
-556,53,-0.31,0.03,1.02,0.8,-10,0,0.003,-0.1,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0,0,0,0,0,0,0,0,0,0,0,0,-0.001,0,0.5,0.018,N
-152,17,0.14,-0.05,0.62,0.2,-11,10,0.009,-0.1,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.017,N
-56,16,0.22,-0.05,0.53,0.4,-11,10,0.008,-0.1,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.017,0.017,0.017,0.017,0.017,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0.5,0.017,N
40,24,-0.34,0.04,0.47,-0.3,-11,1,0.003,-0.2,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.018,N
249,47,0.29,0.04,0.28,-0.5,-11,2,0.004,-0.1,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0.5,0.018,P
61,59,0.1,0.11,0.49,0.5,-10,-9,-0.01,-0.1,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.019,P
-129,58,-0.16,0.12,0.66,0.5,-11,-10,-0.013,0.1,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.02,N
-236,42,-0.17,0.02,0.72,-0.6,-12,3,0.009,0.2,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.018,N
-145,33,0.12,0.02,0.63,-0.7,-12,4,0.011,-0.1,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.018,N
-65,27,0.25,0.04,0.57,0.4,-11,1,-0.003,0,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.018,P
-115,20,-0.21,0.05,0.62,0.7,-10,-2,-0.009,0,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.018,N
-68,10,-0.11,0.04,0.57,-0.6,-12,2,0.006,0,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,-0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.018,N
57,9,0.1,-0.02,0.43,-0.7,-12,9,0.009,-0.7,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.017,N
159,11,0.19,-0.04,0.34,-0.5,-11,9,0.008,-0.1,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0.5,0.017,P
187,27,-0.04,0.06,0.35,0.2,-11,-2,-0.008,0,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.018,N
158,41,-0.18,0.05,0.37,-0.6,-12,-1,-0.001,0,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,-0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.018,N
289,68,0.34,0.03,0.24,-0.2,-11,2,0.005,-0.1,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.018,N
309,74,0.39,0.03,0.23,0.3,-11,1,0.003,-0.1,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.018,P
-120,94,-0.36,0.12,0.65,0.4,-11,-9,-0.008,0,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.019,0.019,0.019,0.019,0.019,0,0,0,0,0,0,0,0,-0.002,0,0,0,0,0,0.5,0.019,N
-187,88,-0.4,0.02,0.68,-0.5,-11,-1,0.007,0.7,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0,0,0,0,0,0,0,0,-0.001,0,0,0,0,0,0.5,0.018,N
-32,78,0.27,0.03,0.53,-0.9,-12,3,0.011,-0.1,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.018,N
17,78,0.43,0.04,0.49,-0.2,-11,2,0.005,-0.3,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.018,0.018,0.018,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0.5,0.018,N
-456,55,0.11,0.04,0.93,1.6,-9,-3,-0.009,0.1,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.018,P
-469,16,-0.4,0,0.92,0.8,-10,4,-0.007,-0.1,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.017,N
-257,-16,-0.58,0.04,1.15,0.1,-10,2,-0.01,-0.6,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.031,N
-89,-29,-0.22,-0.01,0.93,-2.1,-12,6,0.02,0,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.029,P
87,-24,0.37,0.06,0.75,-0.8,-11,-2,0.001,-0.2,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.03,P
107,-20,0.31,0.03,0.71,0.3,-10,2,-0.006,-0.4,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.029,P
4,-14,-0.12,0.12,0.85,0.8,-9,-8,-0.019,-0.1,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0,0,0,0,0,0,-0.002,0,0,0,0,0,0,0,0.9,0.031,N
156,-13,-0.14,0,0.61,-0.9,-11,5,0.007,-0.1,0.028,0.028,0.028,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0.8,0.027,P
2,1,0.12,0.15,0.83,-1,-11,-10,0.004,0,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.03,N
-85,-4,0.22,0.03,0.82,-0.5,-10,8,0.003,-1.4,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.026,P
-20,-2,-0.16,0.09,0.8,0.2,-10,-6,-0.008,-0.1,0.027,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,-0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.028,P
-129,-5,-0.23,0.09,0.9,-0.4,-10,-5,0.001,-0.2,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.027,N
233,-6,0.23,0.12,0.55,-0.7,-11,-10,0.007,-0.8,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.027,P
75,1,0.28,0.21,0.73,0,-10,-17,-0.005,-0.9,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.029,P
-155,0,0.2,0.2,0.95,0.4,-10,-16,-0.009,-0.3,0.028,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,-0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.029,P
-330,-17,-0.18,0.02,1.03,0.5,-9,5,-0.016,-1.2,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.024,N
-156,-31,-0.19,-0.01,0.85,-0.5,-10,5,0.011,0.1,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.024,N
-42,-34,0.11,-0.13,0.69,-0.6,-11,11,0.017,1.6,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.023,N
117,-28,0.45,0.07,0.6,0.6,-9,-4,0.004,0.2,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.026,N
25,-26,0.46,0.1,0.7,1.5,-9,-7,-0.006,-0.5,0.024,0.024,0.024,0.025,0.025,0.025,0.025,0.025,0.025,0.026,0.026,0.026,0.026,0.026,0,0,-0.002,0,0,0,0,0,-0.002,0,0,0,0,0,0.7,0.026,P
24,-26,0.24,-0.02,0.66,2.4,-8,2,-0.012,-0.1,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.024,P
71,-24,-0.18,0.01,0.61,2.6,-7,0,-0.018,0.1,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.024,N
143,-15,-0.42,0.01,0.52,0.7,-9,2,0.003,-0.1,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.023,N
232,-5,-0.16,0.02,0.43,-0.5,-10,3,0.01,-0.1,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.023,N
249,-3,-0.1,0.02,0.41,-0.6,-10,3,0.01,-0.1,0.024,0.024,0.024,0.024,0.024,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0.7,0.023,N
222,8,0.14,0.17,0.48,-0.5,-10,-7,0.013,-1,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.025,N
-2,12,0.35,0.11,0.69,0.3,-10,-7,0.002,-0.5,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.024,N
-166,6,0.29,0.05,0.83,1.5,-8,-4,-0.005,-0.1,0.024,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.023,P
-248,-4,0.08,0.06,0.91,2.1,-8,-5,-0.012,0.1,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.024,N
-71,-23,-0.36,-0.05,0.68,1.2,-9,7,-0.006,0,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.021,N
416,-6,-0.08,-0.04,0.2,-0.6,-10,8,0.007,-0.1,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.021,N
432,-4,-0.07,-0.04,0.19,-0.6,-11,8,0.007,-0.1,0.023,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.021,N
528,12,0.08,0.28,0.18,-0.6,-10,-9,0.008,-4.4,0.023,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,-0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.024,P
224,30,0.06,0.12,0.45,-0.2,-10,-10,-0.009,0.1,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0.7,0.024,P
-74,33,-0.15,0.2,0.76,-0.3,-10,-17,-0.012,0.1,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.025,P
-172,32,-0.21,0.2,0.86,-0.4,-10,-18,-0.011,-0.2,0.024,0.024,0.024,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0,0,-0.002,0,-0.001,0,0,0,0,0,0,0,0,0,0.7,0.025,N
327,-6,0.26,-0.1,0.24,-0.9,-11,15,0.004,-0.2,0.021,0.02,0.02,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.001,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0.6,0.019,N
496,12,0.36,0.16,0.2,-0.2,-10,-14,0.005,-1.4,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.023,N
182,29,0.35,0.14,0.48,1,-9,-13,-0.006,-0.1,0.024,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.023,P
-37,31,0.22,0.17,0.69,1.6,-8,-14,-0.013,-0.5,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.024,N
-320,5,-0.25,0.04,0.9,1.3,-9,-2,-0.006,-0.1,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.021,N
-84,-15,0.06,0.02,0.65,0.4,-10,3,-0.001,-0.5,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.02,N
-9,-18,-0.21,0.03,0.58,0.1,-10,1,-0.006,-0.1,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0,0,-0.001,0,0,0,0,0,0,0,0,0,0,0,0.6,0.02,N
30,8,0.23,0.1,0.57,0.5,-10,-8,-0.004,0,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.021,N
8,5,-0.11,0,0.54,0.9,-9,3,-0.009,0,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0,0,0,0,0,0,0,0,0,0,0,0,-0.001,0,0.6,0.019,N
-333,-5,-0.11,0.01,0.87,-0.7,-11,-5,0.003,1.7,0.019,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,-0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.02,N
-264,-20,0.1,-0.02,0.77,-0.8,-11,6,0.011,-0.3,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.019,N
147,-10,-0.23,0.08,0.43,-0.5,-10,-5,-0.002,-0.1,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.02,N
-8,-22,0.34,0.02,0.54,0.5,-9,1,-0.001,-0.1,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.019,N
-46,-23,-0.12,0.04,0.59,1.4,-9,-3,-0.011,0,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.019,P
-67,-25,-0.29,-0.13,0.58,1,-9,2,-0.011,2,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.017,N
338,-14,-0.2,-0.04,0.2,-0.5,-10,8,0.009,0,0.019,0.019,0.019,0.019,0.019,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,-0.001,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0.5,0.018,N
327,5,0.14,0.11,0.27,-0.7,-11,-9,0.014,0.5,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.021,N
-307,-10,0.08,0.03,0.82,1.7,-8,-1,-0.007,0,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.019,N
-142,-26,-0.21,-0.08,0.63,1.5,-8,10,-0.01,0.3,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.017,N
375,-14,0.04,-0.06,0.16,0.5,-9,9,0.009,-0.1,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.017,N
568,6,0.17,-0.04,-0.01,0.8,-9,6,-0.001,0,0.02,0.019,0.019,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.001,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0.5,0.018,N
-293,41,-0.3,0.14,0.83,0.5,-9,-7,-0.005,-1.3,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.02,N
-327,21,-0.29,-0.03,0.81,-0.6,-10,5,0.004,0.1,0.019,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.018,N
46,3,0.31,-0.04,0.46,-0.7,-11,9,0.01,-0.2,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.018,N
91,10,0.38,0.1,0.48,0.6,-9,-6,-0.005,-0.2,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.02,N
-118,-19,-0.46,-0.01,0.63,-0.4,-10,5,-0.003,0,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0,0,0,0,0,0,0,0,0,0,0,0,-0.001,0,0.5,0.018,N
